,Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
132,group_8,pilE1_1,Fimbrial protein,124,15,174,106,41.61073825503357,87.60330578512396,5.0360153256704985,2.7881313599599717e-09,9.817010518419058e-06,7.381210916104555e-08,16,11,9,0.21011352539062486,0.8036193847656252
133,group_2383,,Immunity protein 8,138,94,160,27,46.30872483221477,22.314049586776857,0.24773936170212765,3.0830856233452858e-09,1.0855544479798752e-05,8.101152596864739e-08,16,9,11,0.21011352539062486,0.8036193847656252
134,group_1560,,hypothetical protein,0,15,298,106,0.0,87.60330578512396,0.0,4.224626095664936e-09,1.4874908482836236e-05,1.0857597432727182e-07,4,0,4,0.125,0.125
135,group_2515,rsmJ,Ribosomal RNA small subunit methyltransferase J,0,15,298,106,0.0,87.60330578512396,0.0,4.224626095664936e-09,1.4874908482836236e-05,1.0857597432727182e-07,1,0,1,1.0,1.0
136,group_2579,,hypothetical protein,0,15,298,106,0.0,87.60330578512396,0.0,4.224626095664936e-09,1.4874908482836236e-05,1.0857597432727182e-07,2,0,2,0.5,0.5
137,group_2523,,hypothetical protein,7,24,291,97,2.348993288590604,80.16528925619834,0.09722222222222222,7.597491169628798e-09,2.6750766408263e-05,1.9313926622750988e-07,8,4,6,0.2890624999999999,1.0
138,group_2593,,hypothetical protein,59,1,239,120,19.798657718120804,99.17355371900827,29.623430962343093,7.624640160642963e-09,2.6846358005623875e-05,1.9313926622750988e-07,9,8,1,0.0390625,0.0390625
139,group_909,,hypothetical protein,2,18,296,103,0.6711409395973155,85.12396694214875,0.03866366366366367,8.123805774683495e-09,2.8603920132660583e-05,2.0431371523328988e-07,11,2,9,0.06542968749999997,0.06542968749999997
140,group_38,,Pretoxin HINT domain protein,163,101,135,20,54.69798657718122,16.528925619834713,0.2390905757242391,1.5305258639338225e-08,5.388981566910989e-05,3.8219727424900633e-07,13,6,10,0.09228515625000004,1.0
141,group_2580,,hypothetical protein,0,14,298,107,0.0,88.4297520661157,0.0,1.5990407184532348e-08,5.63022236967384e-05,3.964945330756225e-07,2,0,2,0.5,0.5
142,group_636,pilE_1,Fimbrial protein,41,48,257,73,13.758389261744965,60.33057851239669,0.24262321660181585,1.6352089170853366e-08,5.757570597057471e-05,4.0262731447954336e-07,15,10,7,0.30175781250000017,0.9999999999999996
143,group_2831,penA,"putative peptidoglycan D,D-transpeptidase PenA",50,0,248,121,16.778523489932887,100.0,inf,1.6698598126044234e-08,5.879576400180176e-05,4.083039166791789e-07,2,2,0,0.5,0.5
144,group_1893,,hypothetical protein,188,108,110,13,63.087248322147644,10.743801652892563,0.20572390572390573,3.022713708281994e-08,0.00010642974966860902,7.339982735766139e-07,15,3,12,0.035156250000000014,0.035156250000000014
145,rsmJ,,Ribosomal RNA small subunit methyltransferase J,297,106,1,15,99.66442953020132,12.396694214876034,42.028301886792455,5.096739502541487e-08,0.00017945619788448577,1.2291520403046971e-06,2,1,1,1.0,1.0
146,group_545,,Phage tail protein (Tail_P2_I),223,116,75,5,74.83221476510067,4.132231404958678,0.12816091954022987,8.406927379390018e-08,0.00029600791302832253,2.0136592723015136e-06,9,3,6,0.5078125,0.5078125
147,malP_3,,Maltose phosphorylase,69,61,229,60,23.154362416107386,49.586776859504134,0.2963705347555301,1.0759250197385168e-07,0.00037883319944993175,2.559683780067106e-06,16,8,13,0.021270751953125,1.0
148,group_241,,Type II transport protein GspH,64,3,234,118,21.476510067114095,97.5206611570248,10.75783475783476,1.0932820139171346e-07,0.00038494459710022307,2.5835207859075376e-06,12,10,2,0.03857421875000002,0.03857421875000002
149,group_940,,hypothetical protein,3,17,295,104,1.006711409395973,85.9504132231405,0.062213359920239276,1.4188677151258132e-07,0.0004995833224957988,3.330555483305325e-06,4,3,2,0.625,1.0
150,group_2510,tbpB_2,Transferrin-binding protein 2,0,12,298,109,0.0,90.08264462809916,0.0,2.244552212016851e-07,0.0007903068338511332,5.1993870648100864e-06,1,0,1,1.0,1.0
151,group_490,pilE_2,Fimbrial protein,0,12,298,109,0.0,90.08264462809916,0.0,2.244552212016851e-07,0.0007903068338511332,5.1993870648100864e-06,4,0,4,0.125,0.125
152,group_81,,Pretoxin HINT domain protein,119,82,179,39,39.93288590604027,32.23140495867769,0.3161874914838534,3.0813280049317486e-07,0.0010849355905364687,7.09108229108803e-06,15,9,10,0.30175781250000017,0.6072387695312501
153,group_924,tbpB_2,Transferrin-binding protein 2,43,0,255,121,14.429530201342285,100.0,inf,3.5549213071723437e-07,0.0012516877922553822,8.127842806853133e-06,2,2,0,0.5,0.5
154,group_625,,hypothetical protein,79,7,219,114,26.51006711409396,94.21487603305785,5.874755381604698,4.458210902505454e-07,0.0015697360587721705,1.0127329411433355e-05,11,9,2,0.06542968749999997,0.06542968749999997
155,group_1259,,hypothetical protein,192,45,106,76,64.42953020134227,62.809917355371894,3.059119496855346,4.6112652947623036e-07,0.0016236265102858069,1.040786224542184e-05,16,13,6,0.021270751953125,0.454498291015625
156,lpxD_1,,hypothetical protein,250,120,48,1,83.89261744966444,0.8264462809917356,0.043402777777777776,4.871035292275541e-07,0.001715091526410218,1.0924149849746609e-05,9,1,8,0.0390625,0.0390625
157,group_1310,,S-adenosylmethionine/S-adenosylhomocysteine transporter,257,121,41,0,86.24161073825502,0.0,0.0,5.94218422128012e-07,0.00209224306431273,1.3242044710840065e-05,2,0,2,0.5,0.5
158,group_225,pilE_4,Fimbrial protein,14,26,284,95,4.697986577181208,78.51239669421489,0.18011917659804982,6.179930975380445e-07,0.002175953696431455,1.3685243373782734e-05,10,5,5,1.0,1.0
159,group_2516,pilE_4,Fimbrial protein,1,13,297,108,0.3355704697986577,89.25619834710743,0.02797202797202797,6.336939143499271e-07,0.0022312362724260936,1.3879866401377319e-05,3,1,2,1.0,1.0
160,group_2431,,hypothetical protein,157,95,141,26,52.68456375838925,21.487603305785125,0.3047405748413587,6.346658593075117e-07,0.002234658490621749,1.3879866401377319e-05,15,8,9,0.6072387695312501,0.9999999999999996
161,group_1440,,hypothetical protein,77,7,221,114,25.838926174496645,94.21487603305785,5.6742081447963795,7.653025806281337e-07,0.002694630386391659,1.6633520903652218e-05,11,9,2,0.06542968749999997,0.06542968749999997
162,group_2555,,hypothetical protein,0,11,298,110,0.0,90.9090909090909,0.0,8.325248204573543e-07,0.0029313198928303443,1.7983557624726034e-05,2,0,2,0.5,0.5
163,group_2082,,hypothetical protein,158,95,140,26,53.02013422818792,21.487603305785125,0.3088721804511278,1.011668272004502e-06,0.0035620839857278524,2.172002430321861e-05,15,10,12,0.035156250000000014,0.30175781250000017
164,group_2449,,DNase/tRNase domain of colicin-like bacteriocin,39,0,259,121,13.087248322147653,100.0,inf,1.0624141764758334e-06,0.003740760315371409,2.2584166402808795e-05,1,1,0,1.0,1.0
165,group_1923,,Inovirus Coat protein B,177,40,121,81,59.39597315436242,66.94214876033058,2.9621900826446277,1.0647462717598012e-06,0.00374897162286626,2.2584166402808795e-05,14,10,9,0.17956542968750006,0.4239501953124999
166,group_348,,hypothetical protein,102,14,196,107,34.22818791946309,88.4297520661157,3.977405247813411,1.0902521334790468e-06,0.0038387777619797244,2.298669318550733e-05,15,12,4,0.035156250000000014,0.11846923828124994
167,group_639,,Type II transport protein GspH,16,27,282,94,5.369127516778524,77.68595041322314,0.19753086419753085,1.1851984504545202e-06,0.004173083744050366,2.4839784190775986e-05,11,5,7,0.548828125,0.9999999999999996
168,group_2011,,Autotransporter beta-domain protein,198,49,100,72,66.44295302013423,59.50413223140496,2.9093877551020406,1.2759561624154628e-06,0.0044926416478648454,2.658367838973281e-05,15,8,11,0.11846923828124994,0.9999999999999996
169,group_1485,,Phage tail fibre repeat protein,90,68,208,53,30.2013422818792,43.80165289256198,0.3372454751131222,1.3651648699368534e-06,0.004806745507047661,2.8274973570868598e-05,14,7,10,0.17956542968750006,1.0
170,ggt_2,,Glutathione hydrolase proenzyme,295,106,3,15,98.99328859060402,12.396694214876034,13.915094339622641,1.4764236307599553e-06,0.005198487603905802,3.04005123035427e-05,6,4,2,0.6875000000000002,0.6875000000000002
171,group_2214,,hypothetical protein,139,26,159,95,46.644295302013425,78.51239669421489,3.1942428640541847,1.682568593127866e-06,0.005924324016403217,3.4443744281414056e-05,15,9,8,0.6072387695312501,0.9999999999999996
172,group_1876,,hypothetical protein,204,52,94,69,68.45637583892618,57.02479338842975,2.8797054009819973,1.7474211891717631e-06,0.006152670007073778,3.5564566514877334e-05,14,10,7,0.17956542968750006,1.0
173,group_2177,,hypothetical protein,291,102,7,19,97.6510067114094,15.702479338842974,7.7436974789915975,1.7926137869288674e-06,0.006311793143776542,3.6274673240095066e-05,5,2,3,1.0,1.0
174,group_341,fimA,Fimbrial protein,56,3,242,118,18.791946308724828,97.5206611570248,9.101928374655648,1.8161589660627339e-06,0.006394695719506886,3.65411183971822e-05,12,11,2,0.006347656250000001,0.03857421875000002
175,group_1460,xanQ_2,Xanthine permease XanQ,110,17,188,104,36.91275167785235,85.9504132231405,3.5794743429286613,2.1413836707757583e-06,0.007539811904801445,4.2839840368190035e-05,12,10,3,0.03857421875000002,0.14599609375000006
176,group_223,,hypothetical protein,16,26,282,95,5.369127516778524,78.51239669421489,0.2073104200763775,2.8104795377085115e-06,0.009895698452271671,5.565941724386603e-05,11,6,6,0.9999999999999996,0.9999999999999996
177,prtR_1,,HTH-type transcriptional regulator PrtR,137,26,161,95,45.9731543624161,78.51239669421489,3.109173435260392,2.8137961571735736e-06,0.009907376269408151,5.565941724386603e-05,14,12,8,0.012939453124999998,0.7905273437500004
178,group_1636,tbpB_2,Transferrin-binding protein 2,0,10,298,111,0.0,91.73553719008264,0.0,3.067591455557943e-06,0.010800989515019515,5.934609623637098e-05,2,0,2,0.5,0.5
179,group_1676,,hypothetical protein,0,10,298,111,0.0,91.73553719008264,0.0,3.067591455557943e-06,0.010800989515019515,5.934609623637098e-05,3,0,3,0.25,0.25
180,group_3059,,hypothetical protein,0,10,298,111,0.0,91.73553719008264,0.0,3.067591455557943e-06,0.010800989515019515,5.934609623637098e-05,4,0,4,0.125,0.125
181,group_343,,hypothetical protein,0,10,298,111,0.0,91.73553719008264,0.0,3.067591455557943e-06,0.010800989515019515,5.934609623637098e-05,4,0,4,0.125,0.125
182,group_1526,,Type II transport protein GspH,19,28,279,93,6.375838926174498,76.85950413223141,0.2261904761904762,3.7613260193026884e-06,0.013243628913964769,7.236955690691129e-05,11,7,6,0.548828125,0.9999999999999996
183,group_2401,,DNase/tRNase domain of colicin-like bacteriocin,49,2,249,119,16.44295302013423,98.34710743801655,11.708835341365464,4.050819284152566e-06,0.014262934699501188,7.751594945381078e-05,8,7,2,0.0703125,0.2890624999999999
184,group_2461,,hypothetical protein,8,19,290,102,2.684563758389262,84.29752066115702,0.14809437386569874,4.569412272974527e-06,0.01608890061314331,8.696703034131519e-05,6,3,4,0.6875000000000002,1.0
185,group_1119,,hypothetical protein,35,0,263,121,11.74496644295302,100.0,inf,5.985426340896561e-06,0.021074686146296796,0.00011269885639730904,6,6,0,0.03125,0.03125
186,group_1502,piiC_2,Outer membrane protein P.IIC,35,0,263,121,11.74496644295302,100.0,inf,5.985426340896561e-06,0.021074686146296796,0.00011269885639730904,1,1,0,1.0,1.0
187,group_1529,pilE1_3,Fimbrial protein,1,11,297,110,0.3355704697986577,90.9090909090909,0.03367003367003367,7.5212904122666975e-06,0.026482463541591044,0.00014011885471741292,2,1,1,1.0,1.0
188,group_1545,,hypothetical protein,1,11,297,110,0.3355704697986577,90.9090909090909,0.03367003367003367,7.5212904122666975e-06,0.026482463541591044,0.00014011885471741292,4,1,3,0.625,0.625
189,group_116,,hypothetical protein,94,67,204,54,31.543624161073822,44.628099173553714,0.3713784021071115,8.183780288636383e-06,0.028815090396288705,0.00015165837050678266,16,12,10,0.076812744140625,0.454498291015625
190,group_1496,,hypothetical protein,33,36,265,85,11.073825503355703,70.24793388429752,0.2940251572327044,8.64834285069978e-06,0.030450815177313927,0.00015942835171368547,15,7,11,0.11846923828124994,0.9999999999999996
191,penA,,"putative peptidoglycan D,D-transpeptidase PenA",246,118,52,3,82.5503355704698,2.479338842975207,0.12027379400260756,9.083493643811572e-06,0.031982981119860546,0.00016657802666594033,4,2,2,1.0,1.0
192,pilE_5,,Fimbrial protein,115,20,183,101,38.59060402684564,83.4710743801653,3.1734972677595628,9.63865977884705e-06,0.03393772108132046,0.00017584311441098686,14,11,6,0.05737304687500003,0.7905273437500004
193,group_2535,,hypothetical protein,0,9,298,112,0.0,92.56198347107437,0.0,1.1229575864090492e-05,0.039539336617462624,0.00020141652765493672,1,0,1,1.0,1.0
194,group_3064,,hypothetical protein,0,9,298,112,0.0,92.56198347107437,0.0,1.1229575864090492e-05,0.039539336617462624,0.00020141652765493672,1,0,1,1.0,1.0
195,group_943,pilE_5,Fimbrial protein,0,9,298,112,0.0,92.56198347107437,0.0,1.1229575864090492e-05,0.039539336617462624,0.00020141652765493672,1,0,1,1.0,1.0
196,group_1466,,hypothetical protein,235,69,63,52,78.85906040268456,42.97520661157025,2.8111341154819414,1.126925758251137e-05,0.03967905594802253,0.00020141652765493672,15,11,9,0.11846923828124994,0.6072387695312501
197,group_2544,,hypothetical protein,2,12,296,109,0.6711409395973155,90.08264462809916,0.06137387387387388,1.1573846396761642e-05,0.040751513162997736,0.0002047814731808932,3,1,2,1.0,1.0
198,group_966,tbpB_2,Transferrin-binding protein 2,2,12,296,109,0.6711409395973155,90.08264462809916,0.06137387387387388,1.1573846396761642e-05,0.040751513162997736,0.0002047814731808932,4,1,4,0.125,0.625
199,group_1125,,hypothetical protein,220,62,78,59,73.8255033557047,48.7603305785124,2.684036393713813,1.1798525268824782e-05,0.041542607471532066,0.00020771303735766028,16,12,10,0.076812744140625,0.454498291015625
200,group_455,,hypothetical protein,121,78,177,43,40.604026845637584,35.537190082644635,0.3768651311024193,1.3809787473086228e-05,0.048624261692736606,0.00024191174971510752,14,11,10,0.05737304687500003,0.17956542968750006
201,group_829,,hypothetical protein,238,71,60,50,79.86577181208054,41.32231404958678,2.7934272300469485,1.5190345505750919e-05,0.05348520652574898,0.0002647779069634854,16,14,7,0.004180908203124999,0.8036193847656252
202,group_243,,hypothetical protein,248,118,50,3,83.22147651006713,2.479338842975207,0.12610169491525425,1.52655254511751e-05,0.05374991511358753,0.0002647779069634854,11,3,9,0.06542968749999997,0.22656250000000006
203,group_1126,,hypothetical protein,293,106,5,15,98.3221476510067,12.396694214876034,8.29245283018868,1.5914926051839362e-05,0.05603645462852639,0.00027468850308101173,7,5,3,0.4531249999999996,0.9999999999999998
204,group_2447,,hypothetical protein,32,0,266,121,10.738255033557047,100.0,inf,1.8615035779244067e-05,0.06554354097871835,0.0003177771026894228,1,1,0,1.0,1.0
205,repE_2,,Replication initiation protein,32,0,266,121,10.738255033557047,100.0,inf,1.8615035779244067e-05,0.06554354097871835,0.0003177771026894228,8,8,0,0.0078125,0.0078125
206,group_1914,,hypothetical protein,79,10,219,111,26.51006711409396,91.73553719008264,4.004109589041096,1.877240481664298e-05,0.06609763735939994,0.0003177771026894228,14,10,7,0.17956542968750006,1.0
207,group_1915,,Peptidase S24-like protein,79,10,219,111,26.51006711409396,91.73553719008264,4.004109589041096,1.877240481664298e-05,0.06609763735939994,0.0003177771026894228,14,10,7,0.17956542968750006,1.0
208,group_715,,hypothetical protein,263,85,35,36,88.25503355704699,29.75206611570248,3.182521008403361,2.221407068222475e-05,0.07821574287211333,0.0003742380041727911,13,7,8,0.5810546875,1.0
209,group_1186,,hypothetical protein,82,11,216,110,27.51677852348993,90.9090909090909,3.796296296296296,2.5646976420416958e-05,0.09030300397628813,0.00043001430464899103,11,7,5,0.548828125,0.9999999999999996
210,group_546,,hypothetical protein,196,52,102,69,65.77181208053692,57.02479338842975,2.5497737556561084,2.7236470742288986e-05,0.09589961348359953,0.00045450053783696446,14,10,7,0.17956542968750006,1.0
211,group_912,,Type II transport protein GspH,9,18,289,103,3.02013422818792,85.12396694214875,0.1782006920415225,2.8023923757037e-05,0.09867223554852728,0.0004654350733421099,14,6,8,0.7905273437500004,0.7905273437500004
212,group_1771,,NAD-specific glutamate dehydrogenase,173,96,125,25,58.05369127516778,20.66115702479339,0.36041666666666666,2.9636049964963392e-05,0.10434853192663612,0.0004898992109231742,15,10,12,0.035156250000000014,0.30175781250000017
213,group_275,pilE1_1,Fimbrial protein,30,0,268,121,10.06711409395973,100.0,inf,3.2335115638119626e-05,0.1138519421618192,0.0005295439170317172,6,6,0,0.03125,0.03125
214,group_969,,hypothetical protein,30,0,268,121,10.06711409395973,100.0,inf,3.2335115638119626e-05,0.1138519421618192,0.0005295439170317172,5,5,0,0.0625,0.0625
215,tbpB_2,,Transferrin-binding protein 2,84,12,214,109,28.187919463087248,90.08264462809916,3.5654205607476634,3.2990015505074825e-05,0.11615784459336845,0.0005377677990433725,13,9,5,0.26684570312499983,0.5810546875
216,mafA1_2,,Adhesin MafA,38,37,260,84,12.751677852348996,69.42148760330579,0.3318087318087318,3.5883506238298496e-05,0.12634582546504902,0.0005822388270278758,15,9,9,0.6072387695312501,0.6072387695312501
217,group_938,,hypothetical protein,13,21,285,100,4.362416107382551,82.64462809917356,0.2172096908939014,3.643137999283372e-05,0.12827488895476752,0.0005884169218108602,10,6,5,0.7539062500000002,1.0
218,group_291,,hypothetical protein,298,113,0,8,100.0,6.6115702479338845,inf,4.084385557649091e-05,0.14381121548482448,0.0006477982679496597,2,2,0,0.5,0.5
219,group_1534,,hypothetical protein,0,8,298,113,0.0,93.38842975206612,0.0,4.084385557649091e-05,0.14381121548482448,0.0006477982679496597,3,0,3,0.25,0.25
220,group_1587,,hypothetical protein,0,8,298,113,0.0,93.38842975206612,0.0,4.084385557649091e-05,0.14381121548482448,0.0006477982679496597,3,0,3,0.25,0.25
221,group_3062,pilE_5,Fimbrial protein,0,8,298,113,0.0,93.38842975206612,0.0,4.084385557649091e-05,0.14381121548482448,0.0006477982679496597,1,0,1,1.0,1.0
222,group_714,,hypothetical protein,292,106,6,15,97.98657718120806,12.396694214876034,6.886792452830187,4.193950507078074e-05,0.14766899735421898,0.0006621928132476188,9,5,4,1.0,1.0
223,group_1182,,hypothetical protein,95,16,203,105,31.879194630872483,86.77685950413223,3.0711206896551726,5.2626118522119095e-05,0.1852965633163813,0.0008272168005195594,10,5,8,0.10937500000000004,1.0
224,group_1541,,hypothetical protein,20,25,278,96,6.711409395973154,79.33884297520662,0.2762589928057554,8.291346455426845e-05,0.2919383086955792,0.001297503594202574,12,9,5,0.14599609375000006,0.7744140625000003
225,group_1644,pilE1_1,Fimbrial protein,1,9,297,112,0.3355704697986577,92.56198347107437,0.04190048634493079,8.468743554093079e-05,0.2981844605396173,0.0013073816209546755,2,1,1,1.0,1.0
226,group_2534,fimA,Fimbrial protein,1,9,297,112,0.3355704697986577,92.56198347107437,0.04190048634493079,8.468743554093079e-05,0.2981844605396173,0.0013073816209546755,2,1,1,1.0,1.0
227,group_3060,,hypothetical protein,1,9,297,112,0.3355704697986577,92.56198347107437,0.04190048634493079,8.468743554093079e-05,0.2981844605396173,0.0013073816209546755,2,1,1,1.0,1.0
228,group_354,,hypothetical protein,8,16,290,105,2.684563758389262,86.77685950413223,0.1810344827586207,8.502993217796667e-05,0.2993903911986207,0.0013073816209546755,9,3,6,0.5078125,0.5078125
229,group_161,,Branched-chain amino acid transport protein (AzlD),241,75,57,46,80.87248322147651,38.016528925619845,2.593216374269006,8.982295340785262e-05,0.31626661894904906,0.0013750722563002132,15,11,8,0.11846923828124994,0.9999999999999996
230,group_2513,,hypothetical protein,37,35,261,86,12.416107382550335,71.07438016528927,0.34833059660645865,9.702557675968656e-05,0.34162705577085634,0.0014789050033370405,16,12,10,0.076812744140625,0.454498291015625
231,group_1506,pilE_3,Fimbrial protein,27,0,271,121,9.060402684563758,100.0,inf,9.855570875246504e-05,0.3470146505174294,0.0014957528039544368,7,7,0,0.015625,0.015625
232,group_955,,hypothetical protein,7,15,291,106,2.348993288590604,87.60330578512396,0.1699885452462772,9.921973426820852e-05,0.34935268435836225,0.0014993677440273056,8,4,5,0.7265625000000002,1.0
233,group_45,porB,Major outer membrane protein P.IB,90,15,208,106,30.2013422818792,87.60330578512396,3.0576923076923075,0.00010112932776841855,0.35607636307260176,0.001521693859284623,14,10,6,0.17956542968750006,0.7905273437500004
234,group_1330,,hypothetical protein,215,108,83,13,72.14765100671141,10.743801652892563,0.3118027666220437,0.00010471115213256148,0.3686879666587489,0.001568884964505315,14,8,8,0.7905273437500004,0.7905273437500004
235,group_2621,,hypothetical protein,3,11,295,110,1.006711409395973,90.9090909090909,0.1016949152542373,0.00012932966948017968,0.4553697662397127,0.0019295329077953925,6,3,3,1.0,1.0
236,group_20,pilE_2,Fimbrial protein,68,9,230,112,22.81879194630873,92.56198347107437,3.679227053140097,0.00014253063962242846,0.5018503821105706,0.0021175121608040955,14,11,6,0.05737304687500003,0.7905273437500004
237,group_1565,,Helix-turn-helix domain protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,2,0,2,0.5,0.5
238,group_1623,,hypothetical protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,1,0,1,1.0,1.0
239,group_2551,,hypothetical protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,1,0,1,1.0,1.0
240,dam,,DNA adenine methylase,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,2,0,2,0.5,0.5
241,group_3063,pilE_6,Fimbrial protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,1,0,1,1.0,1.0
242,group_659,pilE_6,Fimbrial protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,1,0,1,1.0,1.0
243,group_998,pilE_6,Fimbrial protein,0,7,298,114,0.0,94.21487603305785,0.0,0.0001476111271711545,0.5197387787696349,0.002130076962170635,3,0,3,0.25,0.25
244,group_224,,hypothetical protein,63,8,235,113,21.14093959731544,93.38842975206612,3.7867021276595754,0.00016887157493429856,0.5945968153436653,0.0024269257769129193,12,10,5,0.03857421875000002,0.7744140625000003
245,group_1954,,hypothetical protein,59,46,239,75,19.798657718120804,61.98347107438017,0.4024922685100964,0.00016957619407748672,0.5970777793468307,0.0024271454444993123,15,9,12,0.035156250000000014,0.6072387695312501
246,group_623,,hypothetical protein,26,0,272,121,8.724832214765101,100.0,inf,0.00017338296677257432,0.6104814260062342,0.0024715847206730128,8,8,0,0.0078125,0.0078125
247,group_1495,,hypothetical protein,54,43,244,78,18.12080536912752,64.46280991735537,0.4014487228364469,0.00019906665221428464,0.7009136824464963,0.002826264848574582,12,7,6,0.7744140625000003,1.0
248,group_2439,,hypothetical protein,62,47,236,74,20.805369127516784,61.15702479338842,0.4136314460872701,0.0002123472447142418,0.7476746486388454,0.0030027094322845195,16,9,11,0.21011352539062486,0.8036193847656252
249,group_1877,,hypothetical protein,262,119,36,2,87.9194630872483,1.6528925619834711,0.1223155929038282,0.0002743836600741056,0.966104867120926,0.003864419468483704,9,2,8,0.0390625,0.17968750000000006
250,group_1538,tbpB_2,Transferrin-binding protein 2,1,8,297,113,0.3355704697986577,93.38842975206612,0.047558922558922564,0.00027775809327548886,0.9779862464229964,0.003896359547501977,2,1,1,1.0,1.0
251,group_2744,,hypothetical protein,24,0,274,121,8.053691275167784,100.0,inf,0.0002970556923240044,1.0,0.004150528145527061,4,4,0,0.125,0.125
252,bcr,,Bicyclomycin resistance protein,216,107,82,14,72.48322147651007,11.570247933884296,0.34465466149988605,0.0003082828054420212,1.0,0.004273479362052585,12,6,8,0.3876953125000001,1.0
253,group_572,,hypothetical protein,216,107,82,14,72.48322147651007,11.570247933884296,0.34465466149988605,0.0003082828054420212,1.0,0.004273479362052585,12,6,8,0.3876953125000001,1.0
254,yigL,,Pyridoxal phosphate phosphatase YigL,273,121,25,0,91.61073825503357,0.0,0.0,0.00032488655159199125,1.0,0.0044859825417858865,7,0,7,0.015625,0.015625
255,group_1763,,hypothetical protein,293,109,5,12,98.3221476510067,9.917355371900827,6.451376146788991,0.0003355829388917081,1.0,0.004597616839835426,6,3,3,1.0,1.0
256,group_346,,hypothetical protein,5,12,293,109,1.6778523489932886,90.08264462809916,0.1550056882821388,0.0003355829388917081,1.0,0.004597616839835426,6,2,4,0.6875000000000002,0.6875000000000002
257,group_1382,,hypothetical protein,296,112,2,9,99.32885906040268,7.43801652892562,11.892857142857142,0.0003513987353457326,1.0,0.00479563933004777,2,1,1,1.0,1.0
258,group_606,,hypothetical protein,127,75,171,46,42.61744966442953,38.016528925619845,0.4555165692007797,0.0003643943879620216,1.0,0.004953793976889103,15,9,10,0.30175781250000017,0.6072387695312501
259,group_311,,hypothetical protein,10,16,288,105,3.355704697986577,86.77685950413223,0.2278645833333333,0.0004498553835248512,1.0,0.006092080020734619,10,6,4,0.7539062500000002,0.7539062500000002
260,group_926,pilE_1,Fimbrial protein,68,10,230,111,22.81879194630873,91.73553719008264,3.2817391304347825,0.0004603133263597304,1.0,0.006209820774377818,12,9,3,0.14599609375000006,0.14599609375000006
261,group_2507,yigL,Pyridoxal phosphate phosphatase YigL,23,0,275,121,7.718120805369128,100.0,inf,0.0005199990541060207,1.0,0.006836095806059446,7,7,0,0.015625,0.015625
262,group_1533,,hypothetical protein,8,14,290,107,2.684563758389262,88.4297520661157,0.21083743842364533,0.000527616962448138,1.0,0.006836095806059446,12,6,7,0.7744140625000003,1.0
263,group_1494,,hypothetical protein,55,42,243,79,18.45637583892617,65.28925619834712,0.4257299627669998,0.0005295880918077939,1.0,0.006836095806059446,14,10,8,0.17956542968750006,0.7905273437500004
264,group_1086,,hypothetical protein,298,115,0,6,100.0,4.958677685950414,inf,0.0005301164827973398,1.0,0.006836095806059446,3,3,0,0.25,0.25
265,group_1713,,hypothetical protein,298,115,0,6,100.0,4.958677685950414,inf,0.0005301164827973398,1.0,0.006836095806059446,2,2,0,0.5,0.5
266,group_1530,,hypothetical protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,2,0,2,0.5,0.5
267,group_1559,fimA,Fimbrial protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,2,0,2,0.5,0.5
268,group_1582,,hypothetical protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,1,0,1,1.0,1.0
269,group_2412,,hypothetical protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,3,0,3,0.25,0.25
270,group_2725,,hypothetical protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,2,0,2,0.5,0.5
271,group_2787,,hypothetical protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,3,0,3,0.25,0.25
272,group_642,pilE1_2,Fimbrial protein,0,6,298,115,0.0,95.04132231404958,0.0,0.0005301164827973398,1.0,0.006836095806059446,1,0,1,1.0,1.0
273,group_94,,hypothetical protein,249,82,49,39,83.55704697986577,32.23140495867769,2.4168740666998505,0.0005319767824084887,1.0,0.006836095806059446,15,11,11,0.11846923828124994,0.11846923828124994
